pcode_region,pcode_region,region,id_007_district,pcode_district,district,id_008_community_name,community_code,pop_tot,pop_ad,pop_children,pop_admale,pop_adfemale,pop_girls,pop_boys,pop_ch_0_2,pop_ch_3_5,pop_ch_6_11,pop_ch_12_14,pop_ch_15_17,pop_girls_0_2,pop_girls_3_5,pop_girls_6_11,pop_girls_12_14,pop_girls_15_17,pop_boys_0_2,pop_boys_3_5,pop_boys_6_11,pop_boys_12_14,pop_boys_15_17,N_gch_kinderg,N_bch_kinderg,N_ch_kinderg,N_gch_prim,N_bch_prim,N_ch_prim,N_gch_jh,N_bch_jh,N_ch_jh,N_gch_sh,N_bch_sh,N_ch_sh,N_gch_voc,N_bch_voc,N_ch_voc,birth_cert,kinderg,kinderg_n,kinderg_c,kinderg_d,primary,primary_n,primary_c,primary_d,jhigh,jhigh_n,jhigh_c,jhigh_d,shigh,shigh_d,voc,voc_n,voc_c,voc_d,health_primary,distance to nearest primary healthcare centre,health_secondary,health_secondary_d,electricity,mobile,internet,road3,ngo,buycompany,cocoa_org,flead,mlead,lead,traingender,lead_pos,lead_mpos,lead_fpos,cap,revenue,revenue_forchild,ccpc,women_perc1,women_perc2,women_edu,women_percread,women_percnoed,men_edu,men_percread,men_percnoed,women_perccare,women_percchild05,women_percliv,women_percland,women_perclandcul,childprot,childrem,waterpoint,waterpoint_dist1,waterpoint_dist2,reducemeal,cocoa_landsize,cocoa_femalefarm,cocoa_malefarm,cocoa_farm,cocoa_prod1,cocoa_prod2,cocoa_prod3,cocoa_prod4,extserv,extserv_female,extserv_male,extserv_tot,input_av,input_af,casualwork_av,casualwork_cost,agrserv,CED_N_gch_prim,CED_N_bch_prim,CED_N_ch_prim,CED_N_ch_primotherc,CED_N_gch_prim1,CED_N_bch_prim1,CED_N_ch_prim1,CED_N_cl_prim1,CED_N_gch_prim2,CED_N_bch_prim2,CED_N_ch_prim2,CED_N_cl_prim2,CED_N_gch_prim3,CED_N_bch_prim3,CED_N_ch_prim3,CED_N_cl_prim3,CED_N_gch_prim4,CED_N_bch_prim4,CED_N_ch_prim4,CED_N_cl_prim4,CED_N_gch_prim5,CED_N_bch_prim5,CED_N_ch_prim5,CED_N_cl_prim5,CED_N_gch_prim6,CED_N_bch_prim6,CED_N_ch_prim6,CED_N_cl_prim6,CED_N_ch_js,CED_teacher,CED_class_prim,CED_gattend_prim1,CED_battend_prim1,CED_attend_prim1,CED_gattend_prim6,CED_battend_prim6,CED_attend_prim6,CED_gdropout_prim1,CED_bdropout_prim1,CED_dropout_prim1,CED_gdropout_prim6,CED_bdropout_prim6,CED_dropout_prim6,CED_ptratio_prim,CED_toilet_prim,CED_outofsch,CED_scholarship,CED_feed_prim,CED_Ncl_prim,lcommp_clab
9,CI16,Guémon,34,CI1601,Bangolo,GOYA,BGL003,1045,596,449,293,303,227,222,93,87,187,35,47,46,45,89,21,26,47,42,98,14,21,0,0,0,65,104,169,0,0,0,0,0,0,0,0,0,0-40,0,0,0,18,1,1,6,0,0,0,0,18,0,18,0,0,0,18,0,1,0,18,0,0,0,0,0,0,0,0,0,0,1,15,10,5,0,0,0,1,0-30,0-30,No school,0-30,81-100,Junior High School,31-60,0-30,61-80,0-30,31-60,61-80,0-30,0,0,0,90,1,1,3,13,180,193,23,1.5,4439,290,0,0,0,0,1,0,1,1000,0,65,104,169,0,10,24,34,1,14,21,35,1,13,12,25,1,11,24,35,1,12,9,21,1,5,14,19,1,17,6,6,90,90,90,90,90,90,2.859999895,0,1.429999948,0,0,0,28,0,0,0,0,6,0.070204258
16,CI20,Indénié-Djuablin,52,CI2003,Bettié,ISSOUFKRO,BET001,1091,623,469,306,317,241,228,82,96,202,43,46,37,51,99,27,27,44,45,103,17,19,0,0,0,77,95,172,18,20,38,2,14,16,1,2,3,70-100,0,0,0,9,1,1,4,0,0,0,0,15,0,72,0,0,0,72,0,9,0,39,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,1,1,0,0-30,0-30,Primary 1-3,0-30,61-80,Junior High School,61-80,0-30,81-100,81-100,61-80,0-30,0-30,0,0,1,20,0,0,2,2,150,152,15,1,2280,152,0,0,0,0,1,0,1,2000,0,77,95,172,0,10,20,30,1,17,25,42,1,28,12,40,0,6,15,21,1,7,12,19,0,9,11,20,1,20,4,4,91,95,93,96,98,97,1,0,0.5,0,0,0,43,0,0,0,0,4,0.260283113
15,CI132,Tonkpi,53,CI3201,Biankouma,GOUETIDIE,BIK001,841,480,361,236,244,189,172,84,76,125,38,38,41,40,62,25,21,43,36,63,13,17,0,0,0,31,29,60,0,0,0,0,0,0,0,0,0,0-40,0,0,0,3,1,1,4,0,0,0,0,5,0,20,0,0,0,67,0,5,0,67,0,0,0,0,1,0,0,0,0,0,0,18,11,7,0,1,1,0,31-60,0-30,Primary 1-3,0-30,81-100,Primary 4-6,31-60,31-60,61-80,81-100,81-100,0-30,0-30,1,1,1,20,0,1,2,4,60,64,15,1,960,64,0,0,0,0,1,1,1,1000,1,31,29,60,1,7,8,15,1,4,5,9,0,9,4,13,1,6,5,11,0,5,7,12,1,0,0,0,0,0,4,3,98,98,98,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0.200670704
24,CI27,N'zi,54,CI2701,Bocanda,KOTOKOUNOU,BCD002,832,459,372,226,233,174,198,69,90,144,40,30,32,45,68,16,13,37,45,76,23,17,0,0,0,68,67,135,0,0,0,0,0,0,0,0,0,70-100,0,0,0,33,1,2,7,0,0,0,0,33,0,33,0,0,0,33,0,17,0,10,0,0,0,0,1,0,1,0,0,0,1,6,5,1,1,1,0,0,31-60,31-60,No school,31-60,31-60,Junior High School,31-60,31-60,81-100,61-80,0-30,0-30,81-100,0,0,1,15,0,0,0.5,15,15,30,4,0.25,120,8,0,0,0,0,0,0,1,1500,1,92,102,169,8,36,50,86,2,20,29,49,1,0,0,0,0,18,13,31,1,0,0,0,0,18,10,28,1,22,6,5,97.63000488,94.66500092,96.1499939,44.44499969,45,44.72499847,0,3.335000038,1.669999957,5.554999828,5,5.28000021,25,1,0,0,1,5,0.161641359
24,CI27,N'zi,54,CI2701,Bocanda,ASSIKA-ETTIENKRO,BOC001,1307,759,547,380,379,267,280,111,107,200,61,69,53,55,99,28,32,58,52,101,32,37,0,0,0,79,53,132,0,0,0,0,0,0,0,0,0,0-40,0,0,0,2,0,0,0,2,0,0,0,21,0,52,0,0,0,52,0,2,0,52,1,1,1,1,1,0,0,0,0,0,1,10,8,2,1,1,0,0,31-60,0-30,Primary 4-6,0-30,81-100,Junior High School,31-60,31-60,61-80,81-100,81-100,0-30,0-30,0,1,1,40,0,1,0.75,5,50,55,6,0.375,330,21,0,0,0,0,0,0,1,1000,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.672944486
19,CI14,Gontougo,55,CI1401,Bondoukou,METY,BDK001,825,425,399,210,215,198,201,108,78,136,43,35,50,42,69,18,19,58,35,67,25,16,0,0,0,34,40,74,8,10,18,6,8,14,0,2,2,70-100,0,0,0,25,1,1,3,0,0,0,0,25,0,25,0,0,0,25,0,3,0,25,0,0,0,0,1,0,0,0,0,0,0,35,25,10,0,0,0,0,0-30,0-30,No school,0-30,81-100,Primary 1-3,0-30,81-100,81-100,81-100,81-100,61-80,81-100,0,0,1,5,0,1,1,1,10,11,8,0.5,88,6,1,0,15,15,1,0,1,1500,1,34,40,74,2,19,12,31,1,0,0,0,0,3,13,16,1,0,0,0,0,7,7,14,1,5,8,13,0,10,3,3,94.73999786,100,97.37000275,100,100,100,5.260000229,0,2.630000114,0,0,0,25,0,0,0,0,3,0.028170876
19,CI14,Gontougo,55,CI1401,Bondoukou,SAKPATROU,BDK002,642,331,311,163,168,153,158,81,66,101,35,26,39,33,53,15,13,42,33,49,20,14,0,0,0,19,25,44,0,0,0,0,0,0,0,0,0,0-40,0,0,0,10,1,1,2,0,0,0,0,13,0,42,0,0,0,42,0,7,0,7,0,0,0,0,0,0,0,0,0,0,1,8,6,2,0,1,1,0,0-30,0-30,Primary 1-3,0-30,81-100,Primary 4-6,31-60,61-80,81-100,81-100,31-60,0-30,31-60,0,1,1,5,0,1,1,0,30,30,8,0.5,240,15,1,18,42,60,0,0,0,,0,32,40,72,0,13,15,28,1,10,17,27,1,0,0,0,0,0,0,0,0,9,8,17,1,0,0,0,0,0,3,3,91.48000336,90,90.73999786,0,0,0,0,0,0,0,0,0,24,0,1,0,0,3,0.126293734
19,CI14,Gontougo,55,CI1401,Bondoukou,SAPIA,BDK003,2850,1598,1254,799,799,637,617,282,208,496,155,111,131,117,260,76,53,151,91,237,80,58,0,0,0,192,230,422,35,30,65,20,30,50,0,0,0,0-40,0,0,0,25,1,2,9,0,0,0,0,13,0,25,0,0,0,25,1,0,0,25,1,0,1,0,0,0,0,0,3,3,0,15,10,5,1,0,1,0,61-80,61-80,Junior High School,61-80,31-60,Junior High School,61-80,31-60,81-100,61-80,61-80,31-60,31-60,0,1,1,20,0,1,1,0,70,70,8,0.5,560,35,1,0,20,20,1,0,1,1000,1,192,230,422,0,37,59,96,2,26,27,53,1,24,34,58,1,27,29,56,1,45,46,91,2,29,39,68,2,59,8,9,97.05500031,97.91500092,97.48500061,96.42500305,96.66500092,96.54499817,2.940000057,2.085000038,2.515000105,3.569999933,3.335000038,3.454999924,50,1,0,0,0,9,0.170625523
19,CI14,Gontougo,55,CI1401,Bondoukou,TEMOGOSSIE,BDK004,880,455,424,224,231,206,218,103,72,171,46,34,49,39,82,20,16,54,33,89,25,17,0,0,0,49,40,89,0,0,0,0,0,0,0,0,0,0-40,0,0,0,6,1,1,3,0,0,0,0,9,0,9,0,0,0,9,0,5,0,9,0,1,1,0,1,0,0,15,15,30,0,20,16,4,0,1,0,0,61-80,61-80,Primary 4-6,0-30,61-80,No school,0-30,81-100,81-100,61-80,61-80,31-60,0-30,0,0,1,15,0,0,1,1,10,11,8,0.5,88,6,1,14,26,40,1,0,1,1000,1,74,57,131,0,25,17,42,1,23,11,34,0,0,0,0,0,14,17,31,1,0,0,0,0,7,17,24,1,12,3,3,99.15000153,81.55999756,90.36000061,100,100,100,0,0,0,0,0,0,44,1,0,0,0,3,0.34130314
23,CI25,Moronou,56,CI2502,Bongouanou,AGBOSSOU,BGN001,5816,3122,2694,1477,1645,1351,1343,729,415,1107,198,247,345,218,547,106,135,384,197,559,91,112,0,0,0,531,672,1203,0,0,0,0,0,0,0,0,0,0-40,0,0,0,32,1,4,20,0,0,0,0,7,0,7,0,0,0,32,1,0,0,7,1,1,1,1,0,0,0,0,1,1,0,4,3,1,0,1,1,0,0-30,0-30,No school,0-30,61-80,Primary 4-6,31-60,31-60,81-100,81-100,31-60,0-30,0-30,0,1,1,10,0,1,4,30,500,530,31,2,16430,1060,1,10,12,22,1,0,1,1500,1,531,672,1203,0,117,143,260,4,103,116,219,4,79,108,187,3,79,98,177,3,91,115,206,3,62,92,154,3,121,20,20,95.55249786,95.63249969,95.59249878,73.25499725,71.32250214,72.29000092,7.947500229,5.967499733,6.960000038,1.637500048,1.444999933,1.542500019,60,0,0,0,1,20,0.212561443
23,CI25,Moronou,56,CI2502,Bongouanou,ESSUIKRO,BGN002,1491,836,655,418,418,327,328,152,151,216,76,61,72,80,110,34,31,81,70,106,42,29,0,0,0,92,100,192,18,30,48,0,0,0,0,0,0,0-40,0,0,0,1,1,1,6,0,0,0,0,1,0,24,0,0,0,24,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0-30,0-30,No school,0-30,81-100,Primary 4-6,61-80,31-60,81-100,61-80,61-80,0-30,0-30,0,0,1,10,0,0,2.5,30,150,180,19,1.25,3420,225,1,1,8,9,1,0,0,,1,103,109,212,0,30,35,65,1,11,12,23,1,18,20,38,1,18,22,40,1,15,11,26,1,11,9,20,1,20,6,6,98,98,98,98,98,98,0,0,0,0,0,0,35,1,0,0,0,6,0.159064695
12,CI23,Marahoué,57,CI2301,Bouaflé,KRIGAMBO,BFL001,2394,1366,1028,671,695,514,514,243,139,396,124,127,121,69,202,63,59,122,69,195,60,68,0,0,0,166,171,337,0,0,0,0,0,0,0,0,0,0-40,0,0,0,2,1,2,12,0,0,0,0,20,0,20,0,0,0,20,1,0,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0-30,0-30,Primary 1-3,0-30,61-80,Senior High School,61-80,0-30,61-80,81-100,0-30,0-30,31-60,0,0,1,5,0,0,2,4,50,54,15,1,810,54,1,2,12,14,1,1,1,2000,1,166,171,337,0,39,26,65,2,24,31,55,2,35,32,67,2,24,33,57,2,22,24,46,2,22,25,47,2,47,12,12,98.88499451,98.88499451,98.88499451,99.00999451,99.00999451,99.00999451,10.10000038,8.329999924,9.220000267,0,0,0,28.5,0,0,1,1,12,0.040005334
12,CI23,Marahoué,57,CI2301,Bouaflé,LIADJENOUFLA 1,BFL002,1278,628,650,314,314,322,328,129,122,296,52,51,59,67,148,24,24,70,55,148,28,27,0,0,0,96,122,218,0,0,0,0,0,0,0,0,0,0-40,0,0,0,25,1,1,6,0,0,0,0,27,0,27,0,0,0,27,0,4,0,27,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0-30,0-30,No school,0-30,81-100,Junior High School,61-80,0-30,81-100,81-100,0-30,0-30,0-30,0,0,1,180,1,0,2.5,0,100,100,19,1.25,1900,125,0,0,0,0,1,0,1,2000,1,96,122,218,0,30,30,60,1,11,20,31,1,15,20,35,1,26,30,56,1,11,12,23,1,3,10,13,1,13,6,6,98.41999817,97.54000092,97.98000336,99.83999634,100,99.91999817,0,0,0,0,0,0,36,0,0,1,1,6,0.128381163
12,CI23,Marahoué,57,CI2301,Bouaflé,TANGONO BOUITA,BFL003,1084,579,504,275,304,262,242,110,122,183,40,49,50,65,93,25,29,60,57,90,15,20,0,0,0,95,94,189,0,0,0,0,0,0,0,0,0,0-40,0,0,0,14,1,1,4,0,0,0,0,14,0,14,0,0,0,14,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,31-60,0-30,Primary 1-3,61-80,61-80,Junior High School,61-80,31-60,81-100,81-100,61-80,0-30,0-30,0,0,1,180,1,0,4,3,50,53,31,2,1643,106,0,0,0,0,1,1,1,1000,1,95,94,189,0,18,30,48,1,47,31,78,1,20,17,37,1,10,16,26,1,0,0,0,0,0,0,0,0,0,4,4,90,90,90,90,90,90,0,0,0,0,0,0,47,1,0,0,0,4,0
21,CI18,Haut-Sassandra,58,CI1801,Daloa,KEKEGOZA,DLA001,1686,830,856,415,415,435,421,198,197,288,83,91,95,102,146,43,49,103,95,142,39,42,0,0,0,116,129,245,15,17,32,12,23,35,3,9,12,0-40,0,0,0,5,1,1,6,0,0,0,0,5,0,17,0,0,0,17,0,5,0,17,1,1,0,1,1,0,0,0,0,0,0,12,12,0,0,1,1,0,31-60,31-60,Primary 4-6,31-60,61-80,Junior High School,61-80,31-60,0-30,81-100,31-60,0-30,0-30,0,0,0,120,0.5,0,1.5,6,240,246,12,0.75,2952,185,1,4,37,41,1,1,1,1000,1,116,129,245,16,17,30,47,1,33,24,57,1,16,25,41,1,10,15,25,1,24,17,41,1,16,18,34,1,33,6,6,94.11000061,100,97.05999756,100,100,100,0,3.440000057,1.720000029,0,0,0,41,1,0,0,1,6,0.024692614
21,CI18,Haut-Sassandra,58,CI1801,Daloa,ZAGUIGUIA,DLA002,3342,1785,1556,849,936,772,784,396,333,535,167,125,190,183,259,81,59,206,150,276,86,66,0,0,0,105,110,215,100,200,300,100,150,250,10,40,50,41-69,0,0,0,3,1,1,6,0,0,0,0,3,0,3,0,0,0,3,0,1,0,3,1,1,1,1,0,0,0,0,0,0,0,18,16,2,0,0,0,0,0-30,31-60,Primary 4-6,61-80,0-30,Senior High School,81-100,0-30,81-100,81-100,31-60,0-30,0-30,0,0,1,5,0,0,2,3,400,403,15,1,6045,403,0,0,0,0,0,0,1,1500,0,105,110,215,0,23,23,46,1,18,27,45,1,23,12,35,1,20,15,35,1,9,14,23,1,12,19,31,1,21,6,6,98.09999847,98.06999969,98.08999634,97.62999725,98.33000183,97.98000336,8.68999958,0,4.349999905,0,6.449999809,3.230000019,36,1,0,0,0,6,0.064538524
21,CI18,Haut-Sassandra,58,CI1801,Daloa,ZEBRA,DLA003,4999,2756,2241,1355,1401,1101,1140,534,387,888,223,210,259,212,429,96,105,274,175,459,127,105,0,0,0,327,428,755,89,104,193,29,45,74,3,12,15,41-69,0,0,0,7,1,2,13,0,0,0,0,7,0,7,0,0,0,7,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0-30,0-30,Primary 4-6,31-60,31-60,Senior High School,61-80,0-30,61-80,81-100,61-80,0-30,0-30,0,1,1,30,0,0,3,10,500,510,23,1.5,11730,765,1,7,82,89,1,1,1,1500,1,327,428,755,53,82,87,169,3,54,60,114,2,60,74,134,2,47,77,124,2,50,69,119,2,34,61,95,2,77,14,13,95.61500549,97.64500427,96.63000488,97.44000244,98.61000061,98.02500153,1.765000105,1.735000014,1.75,2.380000114,0,1.190000057,54.5,1,0,0,1,13,0.044951387
15,CI132,Tonkpi,59,CI3202,Danané,DOHOUAPLEU,DNE001,789,443,345,220,223,175,170,88,74,118,31,35,42,38,62,14,19,46,35,56,17,16,0,0,0,20,20,40,0,0,0,0,0,0,0,0,0,0-40,0,0,0,13,0,0,0,1.5,0,0,0,13,0,13,0,0,0,13,0,13,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0-30,81-100,No school,0-30,0-30,Junior High School,61-80,61-80,61-80,0-30,61-80,0-30,0-30,1,0,0,15,1,1,2,0,100,100,15,1,1500,100,0,0,0,0,1,0,1,1500,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.040273897
15,CI132,Tonkpi,59,CI3202,Danané,GBAPLEU,DNE002,2582,1448,1135,724,724,571,564,234,217,432,155,96,112,117,216,84,42,122,101,216,71,54,0,0,0,157,167,324,0,0,0,0,0,0,0,0,0,0-40,0,0,0,44,1,1,6,0,0,0,0,24,0,44,0,0,0,111,0,18,0,44,0,0,0,0,1,0,0,0,0,0,1,18,16,2,1,1,0,0,61-80,31-60,Primary 1-3,0-30,61-80,Primary 4-6,0-30,61-80,0-30,61-80,81-100,0-30,0-30,0,0,1,30,0,1,3,50,400,450,23,1.5,10350,675,0,0,0,0,1,0,1,1000,0,93,140,233,1,37,49,86,1,27,30,57,1,10,22,32,1,11,20,31,1,6,8,14,1,2,11,13,1,11,5,6,97,96,96.5,97,95,96,1,2,1.5,0,0,0,47,0,0,0,0,6,0.15415068
15,CI132,Tonkpi,59,CI3202,Danané,TOUOPLEU,DNE003,1933,1033,901,491,542,438,463,175,156,389,111,70,86,83,186,47,36,88,73,203,64,35,0,0,0,98,144,242,0,0,0,0,0,0,0,0,0,0-40,0,0,0,18,1,1,6,0,0,0,0,18,0,45,0,0,0,45,0,3,0,18,0,1,1,0,1,1,1,0,0,0,0,13,10,3,1,1,1,0,31-60,31-60,Primary 1-3,0-30,81-100,Primary 1-3,31-60,31-60,61-80,61-80,61-80,31-60,0-30,0,0,1,30,0,1,1,20,250,270,8,0.5,2160,135,0,0,0,0,1,0,1,1000,1,98,144,242,48,30,40,70,1,20,25,45,1,10,14,24,1,20,24,44,1,7,20,27,1,11,21,32,1,28,6,6,94,96,95,92,89,90.5,7,7.5,7.25,9,0,4.5,40,0,0,0,0,6,0.055059779
15,CI132,Tonkpi,59,CI3202,Danané,TRON-HOUNIEN,DNE004,975,556,418,273,283,202,216,76,72,176,45,49,35,36,84,23,24,41,36,93,21,25,0,0,0,25,25,50,0,0,0,0,0,0,0,0,0,0-40,0,0,0,8,0,0,0,2,0,0,0,8,0,8,0,0,0,18,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81-100,81-100,No school,0-30,61-80,Primary 1-3,61-80,61-80,61-80,0-30,61-80,0-30,61-80,0,0,0,10,0.5,1,0.5,15,100,115,4,0.25,460,29,0,0,0,0,1,0,1,1000,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0.463837117
22,CI19,Iffou,60,CI1901,Daoukro,KOUTOUKOUNOU,DKO001,1869,1066,803,524,542,392,411,207,92,345,75,84,98,49,168,31,46,109,43,177,44,38,0,0,0,134,98,232,0,0,0,0,0,0,0,0,0,70-100,0,0,0,9,1,1,6,0,0,0,0,9,0,9,0,0,0,9,0,3,0,9,1,0,0,1,1,1,1,0,2,2,1,5,4,1,1,1,0,0,31-60,31-60,Primary 4-6,31-60,81-100,Junior High School,31-60,31-60,81-100,61-80,0-30,0-30,81-100,1,1,1,60,0,0,0.5,5,50,55,4,0.25,220,14,1,1,5,6,0,0,1,1500,1,134,98,232,0,23,26,49,1,18,16,34,1,25,19,44,1,21,10,31,1,17,14,31,1,30,13,43,1,29,6,6,100,100,100,100,100,100,0,0,0,0,0,0,39,1,0,0,1,6,0.624154329
8,CI06,Belier,61,CI0601,Didiévi,KONDROKRO-DJASSANOU,DDI001,2038,1163,877,571,592,420,457,172,180,311,125,88,80,90,147,53,50,92,90,165,72,38,0,0,0,149,172,321,0,0,0,0,0,0,0,0,0,41-69,0,0,0,22,1,1,6,0,0,0,0,22,0,22,0,0,0,22,1,0,0,22,1,1,1,1,1,0,1,5,5,10,1,22,14,8,1,1,1,0,0-30,0-30,No school,0-30,0-30,Primary 1-3,31-60,31-60,81-100,81-100,81-100,0-30,0-30,0,1,0,40,1,1,0.75,2,100,102,6,0.375,612,38,1,0,1,1,0,0,1,1500,1,149,172,321,131,33,32,65,1,26,30,56,1,34,31,65,1,22,37,59,1,17,21,38,1,17,21,38,1,34,6,6,100,100,100,100,100,100,0,0,0,0,0,0,54,1,1,0,1,6,0.219053566
8,CI06,Belier,61,CI0601,Didiévi,YOBOUA-ALLANIKRO,DDI002,1280,684,595,325,359,291,304,129,107,224,78,59,61,60,106,33,31,67,47,117,45,28,0,0,0,93,97,190,0,0,0,0,0,0,0,0,0,41-69,0,0,0,22,1,2,4,0,0,0,0,22,0,22,0,0,0,22,0,2,0,2,1,1,0,1,1,1,0,5,10,15,0,11,8,3,1,1,1,0,31-60,31-60,No school,0-30,0-30,Primary 1-3,0-30,31-60,81-100,81-100,61-80,0-30,0-30,0,1,0,30,1,1,0.5,0,10,10,4,0.25,40,3,1,0,16,16,0,0,1,1500,1,118,127,245,0,49,64,113,2,33,21,54,1,0,0,0,0,18,15,33,1,15,13,28,1,3,14,17,0,17,6,5,97.96499634,95.58499908,96.77500153,50,50,50,0,0,0,0,0,0,38,0,1,0,0,5,0.280301958
24,CI27,N'zi,62,CI2702,Dimbokro,EDIAKRO,DMK001,1293,680,614,329,351,307,307,164,107,230,56,56,80,54,120,24,29,84,53,111,32,27,20,19,39,65,76,141,11,7,18,5,3,8,0,0,0,70-100,1,1,1,0,1,1,6,0,0,0,0,12,0,12,0,0,0,12,0,6,0,12,1,0,0,1,0,0,0,0,0,0,0,14,11,3,0,0,1,0,0-30,0-30,Primary 1-3,0-30,61-80,Primary 4-6,0-30,61-80,81-100,31-60,0-30,0-30,0-30,0,0,1,30,0,1,2,7,150,157,15,1,2355,157,0,0,0,0,1,0,0,,0,65,76,141,0,16,15,31,1,11,10,21,1,7,9,16,1,13,11,24,1,19,12,31,1,1,17,18,1,18,6,6,90,90,90,90,90,90,0,0,0,0,0,0,24,1,0,0,1,6,0.035091322
6,CI22,Loh-Djiboua,13,CI2201,Divo,BOUAKAKO,DIV002,1002,517,483,255,262,240,243,112,85,188,52,47,55,45,91,22,27,56,39,98,30,20,0,0,0,66,94,160,0,0,0,0,0,0,0,0,0,70-100,0,0,0,5,1,1,6,0,0,0,0,5,0,5,0,0,0,37,0,5,0,5,1,1,0,0,0,0,0,0,0,0,0,14,13,1,1,1,0,1,0-30,0-30,Primary 4-6,31-60,0-30,Junior High School,61-80,0-30,81-100,0-30,81-100,0-30,0-30,0,1,1,30,0,1,2,20,150,170,15,1,2550,170,0,0,0,0,1,1,1,2000,0,66,94,160,0,17,18,35,1,6,14,20,1,13,15,28,1,8,15,23,1,12,12,24,1,10,20,30,1,29,6,6,90,90,90,90,90,90,0,0,0,0,0,0,27,0,0,0,0,6,0.391280472
6,CI22,Loh-Djiboua,13,CI2201,Divo,CNRA,DIV004,3412,1734,1678,867,867,838,840,361,382,673,131,132,176,208,331,60,63,185,174,342,70,69,56,60,116,265,307,572,0,0,0,0,0,0,0,0,0,70-100,1,1,3,0,1,2,12,0,0,0,0,17,0,17,0,0,0,17,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0-30,0-30,Senior High School,0-30,0-30,Vocational/technical,81-100,0-30,81-100,0-30,0-30,0-30,0-30,0,1,1,2,0.100000001,0,4,0,500,500,31,2,15500,1000,0,0,0,0,1,0,0,,1,265,307,572,0,34,32,66,2,38,35,73,2,39,27,66,2,66,67,133,2,46,48,94,2,53,87,140,2,118,12,12,100,100,100,100,100,100,1.019999981,0,0.50999999,0.340000004,0.340000004,0.340000004,48,0,0,0,0,12,0.600056767
6,CI22,Loh-Djiboua,13,CI2201,Divo,DIGO,DIV006,672,330,343,165,165,169,174,82,85,112,34,29,39,42,54,18,16,44,42,57,17,14,0,0,0,50,50,100,0,0,0,0,0,0,0,0,0,41-69,0,0,0,10,1,1,3,0,0,0,0,37,0,37,0,0,0,37,0,3,0,37,0,1,0,1,0,0,0,0,0,0,0,18,10,8,1,0,0,0,0-30,0-30,Primary 4-6,0-30,0-30,Junior High School,61-80,0-30,61-80,81-100,0-30,0-30,0-30,0,0,0,60,1,1,1,0,50,50,8,0.5,400,25,1,0,22,22,1,0,0,,0,50,50,100,3,9,11,20,1,5,9,14,0,6,9,15,1,16,5,21,0,7,8,15,1,7,8,15,0,14,3,3,98,97,97.5,100,100,100,5,5,5,0,0,0,33,0,0,0,0,3,0.200670704
9,CI16,Guémon,16,CI1602,Duekoué,DIBOBLI,DUE006,11802,6381,5420,3289,3092,2754,2666,1238,1099,1762,758,564,578,603,900,343,330,660,496,862,414,234,10,20,30,669,770,1439,148,261,409,97,114,211,12,15,27,41-69,1,1,1,0,1,5,30,0,1,1,8,0,0,18,0,0,0,40,1,0,0,18,1,1,1,1,1,1,1,0,0,0,0,14,13,1,0,1,1,0,0-30,0-30,Primary 1-3,0-30,61-80,Senior High School,61-80,0-30,61-80,31-60,61-80,0-30,0-30,1,1,1,30,0,1,3,56,2000,2056,23,1.5,47288,3084,1,39,902,941,1,0,1,2000,1,669,770,1439,0,147,151,298,5,114,132,246,5,109,116,225,5,94,132,226,5,102,115,217,5,103,124,227,5,216,33,30,99.73400116,99.52200317,99.62799835,99.78400421,99.97200012,99.88600159,0,1.736000061,0.868000031,0,0,0,43,1,0,0,1,30,0.075985901
9,CI16,Guémon,16,CI1602,Duekoué,OKAKRO 2,DUE007,527,263,265,129,134,133,132,58,56,100,27,22,28,31,51,12,11,30,26,49,16,11,0,0,0,8,9,17,0,6,6,0,8,8,0,5,5,0-40,0,0,0,3,0,0,0,3,0,0,0,35,0,35,0,0,0,35,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0-30,61-80,Primary 4-6,0-30,61-80,Senior High School,61-80,0-30,81-100,0-30,31-60,0-30,31-60,0,0,0,60,1,1,2,5,50,55,15,1,825,55,0,0,0,0,1,0,1,2000,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,0,,0,0,0,0
